experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP057_categorical_three_stage_ICAk50_glmnet_ridge_seed2026,categorical,three_stage,ICA,50,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7466809398748079,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,50,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,1.041478146795267,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,50,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,1.027155306969912,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP058_categorical_three_stage_ICAk50_glmnet_elasticnet_seed2026,categorical,three_stage,ICA,50,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7288708009038216,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026,categorical,three_stage,ICA,50,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,1.0624910480838807,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026,categorical,three_stage,ICA,50,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,1.043958533439263,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP059_categorical_three_stage_ICAk50_glmnet_lasso_seed2026,categorical,three_stage,ICA,50,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7286339286851168,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP060_categorical_three_stage_ICAk50_xgboost_seed2026,categorical,three_stage,ICA,50,xgboost,,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,1.0165389607534836,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP060_categorical_three_stage_ICAk50_xgboost_seed2026,categorical,three_stage,ICA,50,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,1.0158202967312415,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP060_categorical_three_stage_ICAk50_xgboost_seed2026,categorical,three_stage,ICA,50,xgboost,,2026,,0.7,30,Naive inherited-label classifier,mean_prob,12,,,,0.9173858258281892,0.5833333333333334,0.4666666666666666,0.6190476190476191,accuracy,0.5833333333333334
EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026,categorical,three_stage,NMF,10,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,q99_prob,12,,,,1.0602038284304454,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026,categorical,three_stage,NMF,10,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,q99_prob,12,,,,1.060173279965005,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP061_categorical_three_stage_NMFk10_glmnet_ridge_seed2026,categorical,three_stage,NMF,10,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9552804101456944,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
